(5057.0, 5093.0, 4943.0)
(5061.0, 5101.0, 4951.0)
(5070.0, 5113.5, 4959.0)
(5082.5, 5129.5, 4967.0)
(5097.0, 5147.0, 4975.0)
(5111.0, 5164.0, 4983.0)
(5122.5, 5178.0, 4991.0)
(5130.0, 5188.0, 4998.5)
(5132.5, 5192.5, 5006.0)
(5135.0, 5193.5, 5013.5)
(5143.0, 5199.5, 5021.0)
(5155.0, 5209.5, 5028.5)
(5170.0, 5221.5, 5036.0)
(5185.5, 5233.5, 5043.5)
(5199.5, 5244.0, 5051.0)
(5210.5, 5251.0, 5059.0)
(5216.5, 5253.0, 5067.0)
(5217.0, 5256.5, 5075.0)
(5222.0, 5265.5, 5083.0)
(5232.0, 5279.0, 5091.0)
(5245.5, 5295.5, 5099.0)
(5260.0, 5313.0, 5107.0)
(5274.0, 5329.5, 5115.0)
(5285.5, 5343.0, 5122.5)
(5292.5, 5352.0, 5130.0)
(5294.5, 5355.5, 5137.5)
(5298.0, 5357.5, 5145.0)
(5307.0, 5364.5, 5152.5)
(5320.0, 5375.0, 5160.0)
(5335.5, 5387.5, 5167.5)
(5351.0, 5399.5, 5175.0)
(5365.0, 5409.5, 5182.5)
(5375.5, 5416.0, 5190.0)
(5380.5, 5417.0, 5197.5)
(5381.0, 5421.5, 5205.5)
(5387.5, 5431.5, 5213.5)
(5398.5, 5446.0, 5221.5)
(5412.5, 5463.5, 5229.5)
(5427.5, 5481.5, 5237.5)
(5441.5, 5498.0, 5245.5)
(5452.0, 5511.0, 5253.5)
(5458.0, 5519.0, 5261.5)
(5458.5, 5521.5, 5269.5)
(5463.5, 5525.0, 5277.5)
(5473.5, 5533.0, 5285.5)
(5487.5, 5544.5, 5293.5)
(5503.5, 5557.5, 5301.5)
(5519.0, 5569.5, 5309.5)
(5532.5, 5579.0, 5317.5)
(5542.0, 5584.5, 5325.5)
(5546.0, 5590.5, 5333.5)
(5548.0, 5602.0, 5341.5)
(5555.5, 5617.5, 5349.5)
(5567.5, 5635.5, 5357.5)
(5582.0, 5653.5, 5365.5)
(5597.0, 5669.5, 5373.5)
(5610.5, 5681.5, 5381.5)
(5620.0, 5688.0, 5389.5)
(5624.5, 5689.0, 5397.5)
(5625.5, 5694.0, 5406.0)
(5632.0, 5703.5, 5414.5)
(5643.5, 5715.5, 5423.0)
(5658.5, 5728.5, 5431.0)
(5675.0, 5740.5, 5439.5)
(5690.5, 5749.5, 5448.0)
(5703.0, 5753.5, 5456.0)
(5711.0, 5755.0, 5464.0)
(5713.0, 5762.5, 5472.0)
(5717.0, 5775.5, 5480.0)
(5726.0, 5792.0, 5488.0)
(5739.5, 5810.5, 5496.0)
(5755.0, 5828.5, 5504.0)
(5770.0, 5843.5, 5512.0)
(5782.5, 5854.0, 5520.0)
(5791.0, 5859.0, 5528.0)
(5794.0, 5860.0, 5536.0)
(5796.5, 5866.5, 5544.0)
(5805.0, 5877.0, 5552.0)
(5818.0, 5890.0, 5560.0)
(5834.0, 5903.0, 5568.0)
(5850.5, 5914.5, 5576.0)
(5865.5, 5922.0, 5584.0)
(5877.0, 5924.5, 5592.0)
(5883.5, 5928.0, 5600.0)
(5884.0, 5937.5, 5608.0)
(5890.0, 5952.0, 5616.0)
(5901.0, 5969.5, 5624.0)
(5915.5, 5988.5, 5632.0)
(5931.0, 6006.0, 5640.0)
(5946.0, 6020.0, 5648.0)
(5957.5, 6029.0, 5656.0)
(5964.5, 6032.0, 5663.5)
(5965.5, 6035.0, 5671.0)
(5970.0, 6043.0, 5678.5)
(5980.0, 6055.0, 5686.0)
(5994.5, 6068.5, 5693.5)
(6011.0, 6081.5, 5701.0)
(6027.5, 6092.0, 5708.5)
(6042.0, 6098.0, 5716.0)
(6052.0, 6098.5, 5723.5)
(6056.5, 6104.0, 5731.0)
(6058.5, 6115.5, 5738.5)
(6066.5, 6131.5, 5746.0)
(6079.0, 6150.0, 5754.0)
(6094.5, 6169.0, 5762.0)
(6110.5, 6186.0, 5769.5)
(6124.5, 6198.5, 5777.0)
(6135.0, 6205.5, 5784.5)
(6140.0, 6206.5, 5792.0)
(6141.0, 6211.5, 5799.5)
(6148.0, 6221.5, 5807.0)
(6160.0, 6234.5, 5814.5)
(6175.5, 6248.5, 5822.0)
(6192.5, 6261.0, 5829.5)
(6208.5, 6270.5, 5837.0)
(6221.5, 6274.5, 5844.5)
(6229.5, 6276.5, 5852.0)
(6231.5, 6284.5, 5859.5)
(6236.0, 6298.0, 5867.5)
(6246.0, 6315.5, 5875.5)
(6260.0, 6334.5, 5883.5)
(6276.0, 6353.0, 5891.5)
(6292.0, 6368.5, 5899.5)
(6305.0, 6379.0, 5907.5)
(6313.5, 6383.5, 5915.5)
(6316.5, 6385.0, 5923.5)
(6320.0, 6392.5, 5931.5)
(6329.5, 6404.0, 5939.5)
(6343.5, 6418.0, 5947.5)
(6360.5, 6432.0, 5955.5)
(6378.0, 6444.0, 5963.5)
(6393.5, 6451.5, 5971.5)
(6405.0, 6453.5, 5979.5)
(6410.5, 6458.0, 5987.5)
(6411.0, 6468.5, 5995.5)
(6418.0, 6484.0, 6003.5)
(6430.0, 6502.5, 6011.5)
(6445.5, 6522.0, 6019.5)
(6462.0, 6540.0, 6027.5)
(6477.0, 6554.0, 6035.5)
(6488.5, 6562.5, 6043.5)
(6495.0, 6564.5, 6051.5)
(6501.0, 6568.5, 6060.0)
(6512.5, 6578.0, 6068.5)
(6528.0, 6591.0, 6077.0)
(6545.5, 6605.5, 6085.5)
(6562.5, 6619.0, 6094.0)
(6576.5, 6629.5, 6102.5)
(6585.5, 6635.0, 6111.0)
(6588.5, 6636.0, 6119.5)
(6592.0, 6643.5, 6127.5)
(6601.5, 6656.5, 6135.5)
(6615.5, 6674.0, 6143.5)
(6632.0, 6693.5, 6151.5)
(6648.5, 6713.0, 6159.5)
(6662.5, 6729.5, 6167.5)
(6672.0, 6741.5, 6175.5)
(6675.5, 6747.0, 6183.5)
(6678.5, 6748.0, 6191.5)
(6687.5, 6755.0, 6199.5)
(6701.5, 6766.5, 6207.5)
(6718.5, 6781.0, 6215.5)
(6736.5, 6795.5, 6223.5)
(6752.5, 6808.0, 6231.5)
(6764.5, 6816.5, 6239.5)
(6771.0, 6819.0, 6247.5)
(6778.0, 6823.0, 6255.5)
(6790.5, 6833.5, 6263.5)
(6806.5, 6849.0, 6271.0)
(6823.5, 6868.0, 6278.5)
(6839.5, 6888.0, 6286.5)
(6851.5, 6906.5, 6294.5)
(6858.5, 6921.0, 6302.5)
(6859.0, 6930.0, 6310.0)
(6865.0, 6932.5, 6317.5)
(6877.0, 6936.5, 6325.0)
(6893.0, 6946.0, 6332.5)
(6911.0, 6959.5, 6340.0)
(6928.5, 6974.5, 6347.5)
(6943.0, 6988.5, 6355.0)
(6952.5, 6999.5, 6362.5)
(6955.5, 7005.5, 6370.0)
(6959.0, 7006.0, 6377.5)
(6969.0, 7013.0, 6385.0)
(6983.5, 7026.5, 6392.5)
(7000.5, 7044.5, 6400.0)
(7017.5, 7064.5, 6407.5)
(7032.0, 7084.5, 6415.0)
(7042.0, 7101.5, 6422.5)
(7045.5, 7113.5, 6430.0)
(7048.5, 7119.5, 6437.5)
(7058.0, 7120.5, 6445.0)
(7072.5, 7127.5, 6452.5)
(7090.5, 7139.5, 6460.0)
(7109.0, 7154.5, 6467.5)
(7125.5, 7169.5, 6475.0)
(7138.0, 7182.5, 6482.5)
(7144.5, 7191.0, 6490.0)
(7145.0, 7193.5, 6497.5)
(7152.0, 7197.5, 6505.0)
(7165.0, 7208.0, 6513.0)
(7181.5, 7224.0, 6521.0)
(7199.0, 7243.5, 6529.0)
(7215.5, 7264.0, 6537.0)
(7228.0, 7283.0, 6545.0)
