(750.0, 756.5, 410.5)
(753.5, 761.0, 414.5)
(758.5, 765.5, 419.0)
(765.0, 769.5, 423.5)
(773.0, 773.0, 428.0)
(781.5, 775.0, 432.5)
(790.0, 777.0, 437.0)
(797.5, 782.0, 441.5)
(803.0, 789.5, 446.0)
(806.0, 799.0, 450.5)
(809.0, 810.0, 455.0)
(814.5, 821.0, 459.5)
(821.5, 831.5, 464.0)
(829.5, 840.5, 468.5)
(837.0, 847.0, 473.0)
(843.5, 851.0, 477.5)
(848.5, 852.0, 482.0)
(852.0, 853.0, 486.5)
(853.5, 856.0, 491.0)
(855.5, 860.0, 495.5)
(859.0, 864.5, 500.0)
(864.5, 869.5, 504.5)
(871.5, 874.0, 509.0)
(880.0, 878.5, 513.5)
(889.0, 882.0, 518.5)
(897.5, 884.0, 523.5)
(904.5, 884.5, 528.5)
(909.5, 887.5, 533.5)
(911.5, 893.0, 538.5)
(912.5, 901.0, 543.5)
(916.5, 911.0, 548.5)
(922.5, 922.0, 553.0)
(930.0, 933.0, 557.5)
(938.0, 943.0, 562.5)
(945.5, 951.5, 567.5)
(952.0, 957.5, 572.5)
(956.5, 960.5, 577.5)
(959.0, 961.0, 582.5)
(960.0, 963.0, 587.5)
(961.0, 966.5, 592.5)
(964.0, 971.0, 597.5)
(969.0, 976.0, 602.5)
(975.5, 981.0, 607.5)
(983.5, 985.5, 612.5)
(992.5, 989.5, 617.5)
(1001.5, 992.0, 622.5)
(1009.5, 992.5, 628.0)
(1015.5, 994.5, 633.5)
(1018.5, 999.0, 639.0)
(1021.5, 1006.5, 644.5)
(1027.0, 1016.0, 650.0)
(1034.5, 1027.0, 655.0)
(1042.5, 1038.5, 660.0)
(1050.5, 1049.5, 665.0)
(1057.5, 1058.5, 670.5)
(1063.0, 1065.5, 676.0)
(1066.5, 1069.5, 681.5)
(1068.0, 1070.5, 687.0)
(1068.5, 1072.0, 692.5)
(1071.0, 1075.5, 698.0)
(1075.5, 1080.0, 703.5)
(1082.0, 1085.0, 709.0)
(1090.0, 1090.0, 714.5)
(1099.0, 1095.0, 720.0)
(1108.0, 1099.5, 725.5)
(1116.0, 1102.5, 731.0)
(1122.0, 1103.5, 737.0)
(1125.5, 1105.0, 743.0)
(1126.0, 1109.5, 749.0)
(1129.0, 1117.0, 755.0)
(1134.5, 1126.5, 761.0)
(1142.0, 1137.5, 767.0)
(1150.5, 1149.0, 773.0)
(1158.5, 1160.0, 779.0)
(1165.5, 1169.5, 785.0)
(1171.0, 1176.5, 791.0)
(1174.5, 1180.5, 797.0)
(1176.0, 1181.5, 803.0)
(1177.0, 1183.0, 809.0)
(1180.0, 1186.5, 815.0)
(1185.0, 1191.0, 821.0)
(1192.0, 1196.5, 827.0)
(1200.5, 1202.0, 833.0)
(1210.0, 1207.0, 839.0)
(1219.0, 1211.5, 845.5)
(1227.0, 1214.5, 852.0)
(1232.5, 1215.0, 858.5)
(1235.5, 1217.0, 865.0)
(1236.0, 1222.0, 871.5)
(1239.5, 1230.0, 878.0)
(1245.5, 1240.0, 884.5)
(1253.5, 1251.5, 891.0)
(1262.0, 1263.5, 897.5)
(1270.0, 1274.5, 904.0)
(1277.0, 1283.5, 910.5)
(1282.0, 1290.0, 917.0)
(1285.0, 1293.5, 923.5)
(1285.5, 1294.0, 930.0)
(1287.0, 1296.0, 937.0)
(1291.0, 1300.0, 944.0)
(1297.0, 1305.0, 951.0)
(1305.0, 1310.5, 958.0)
(1314.0, 1316.0, 965.0)
(1323.5, 1321.0, 972.0)
(1332.5, 1325.0, 979.0)
(1339.5, 1327.0, 986.0)
(1344.0, 1327.5, 993.5)
(1345.5, 1331.0, 1001.0)
(1347.5, 1337.5, 1008.5)
(1352.5, 1346.5, 1016.0)
(1359.5, 1357.5, 1023.5)
(1368.0, 1369.5, 1031.0)
(1376.5, 1381.0, 1038.5)
(1384.5, 1391.5, 1046.0)
(1390.5, 1399.5, 1053.5)
(1394.5, 1404.5, 1061.0)
(1396.5, 1406.5, 1068.5)
(1397.0, 1407.5, 1076.0)
(1400.0, 1410.5, 1083.5)
(1405.0, 1415.5, 1091.5)
(1412.5, 1421.0, 1099.5)
(1421.5, 1427.0, 1107.5)
(1431.0, 1432.5, 1115.5)
(1440.5, 1437.0, 1123.5)
(1448.5, 1440.0, 1131.5)
(1454.0, 1440.5, 1139.5)
(1456.5, 1442.5, 1147.5)
(1457.0, 1448.0, 1155.5)
(1461.0, 1456.0, 1163.5)
(1467.5, 1466.5, 1172.0)
(1475.5, 1478.5, 1180.0)
(1484.5, 1490.5, 1188.0)
(1493.0, 1501.5, 1196.0)
(1500.0, 1510.5, 1204.0)
(1505.0, 1516.5, 1212.0)
(1507.5, 1519.5, 1220.5)
(1510.0, 1522.0, 1229.0)
(1515.0, 1526.5, 1237.5)
(1522.0, 1532.0, 1246.0)
(1531.0, 1538.0, 1254.5)
(1541.0, 1544.0, 1263.5)
(1550.5, 1549.0, 1272.5)
(1559.0, 1552.5, 1281.0)
(1565.5, 1554.0, 1289.5)
(1568.5, 1555.5, 1298.0)
(1572.0, 1560.5, 1306.5)
(1578.5, 1568.5, 1315.0)
(1586.5, 1579.0, 1324.0)
(1595.5, 1591.0, 1333.0)
(1604.0, 1603.5, 1342.0)
(1611.5, 1615.0, 1351.0)
(1617.0, 1624.5, 1359.5)
(1620.0, 1631.0, 1368.0)
(1620.5, 1634.5, 1377.0)
(1623.0, 1635.0, 1386.0)
(1628.0, 1637.5, 1395.0)
(1635.0, 1642.0, 1404.0)
(1644.0, 1648.0, 1413.0)
(1654.0, 1654.5, 1422.0)
(1664.0, 1660.5, 1431.5)
(1672.5, 1666.0, 1440.5)
(1679.0, 1670.0, 1449.5)
(1682.5, 1671.5, 1458.5)
(1686.0, 1673.0, 1467.5)
(1692.5, 1678.0, 1476.5)
(1701.0, 1686.0, 1485.5)
(1710.0, 1696.5, 1494.5)
(1719.0, 1708.5, 1503.5)
(1726.5, 1721.0, 1512.5)
(1732.0, 1732.5, 1521.5)
(1735.0, 1742.0, 1530.5)
(1737.5, 1748.5, 1539.5)
(1742.5, 1752.0, 1548.5)
(1750.0, 1754.5, 1557.5)
(1759.5, 1759.0, 1566.5)
(1769.5, 1765.0, 1575.5)
(1779.5, 1771.5, 1585.0)
(1788.0, 1778.0, 1594.5)
(1794.0, 1783.5, 1604.0)
(1796.5, 1787.0, 1613.0)
(1797.5, 1788.0, 1622.0)
(1801.5, 1790.0, 1631.0)
(1808.5, 1795.5, 1640.0)
(1817.5, 1804.0, 1649.0)
(1827.0, 1815.0, 1658.0)
(1836.0, 1827.5, 1666.5)
(1843.0, 1840.0, 1675.5)
(1848.0, 1851.5, 1684.5)
(1850.5, 1860.5, 1693.5)
(1851.0, 1866.5, 1702.5)
(1854.5, 1869.5, 1711.5)
(1860.5, 1870.0, 1720.0)
(1869.0, 1873.0, 1729.0)
(1879.0, 1878.0, 1738.0)
(1889.5, 1884.5, 1747.0)
(1899.5, 1891.5, 1756.0)
(1907.5, 1898.0, 1765.0)
(1912.5, 1903.0, 1774.0)
(1914.0, 1906.0, 1782.5)
(1916.0, 1906.5, 1791.0)
(1921.5, 1909.5, 1799.5)
(1929.5, 1916.0, 1808.0)
(1939.0, 1925.5, 1816.5)
(1948.5, 1937.0, 1825.0)
(1957.0, 1949.5, 1833.0)
(1963.5, 1962.0, 1841.5)
(1967.5, 1973.0, 1850.0)
(1968.5, 1981.5, 1858.5)
(1970.0, 1986.5, 1867.0)
(1974.5, 1988.0, 1875.5)
(1981.5, 1989.5, 1883.5)
(1991.0, 1993.5, 1891.5)
(2001.5, 1999.5, 1899.5)
(2012.0, 2006.5, 1907.5)
(2021.0, 2013.5, 1915.5)
(2028.0, 2019.5, 1923.5)
(2031.5, 2024.0, 1931.5)
(2035.0, 2026.0, 1939.5)
(2041.5, 2027.0, 1947.5)
(2050.5, 2031.5, 1955.5)
(2060.0, 2039.5, 1963.5)
(2069.5, 2050.0, 1971.5)
(2077.5, 2062.5, 1979.0)
(2083.0, 2075.5, 1986.5)
(2085.5, 2087.5, 1994.0)
(2086.0, 2097.5, 2001.5)
(2089.5, 2104.5, 2009.5)
(2095.5, 2108.0, 2017.5)
(2104.0, 2111.0, 2025.0)
(2114.5, 2116.5, 2032.5)
(2125.5, 2123.0, 2040.0)
(2135.5, 2130.0, 2047.5)
(2143.5, 2137.0, 2055.0)
(2148.5, 2142.5, 2062.5)
(2150.0, 2146.0, 2069.5)
(2152.5, 2146.5, 2076.5)
(2158.0, 2149.5, 2083.5)
(2166.5, 2156.0, 2091.0)
(2176.0, 2166.0, 2098.5)
(2186.0, 2178.0, 2106.0)
(2194.5, 2191.0, 2113.5)
(2201.0, 2204.0, 2121.0)
(2205.0, 2215.0, 2128.0)
(2206.0, 2223.5, 2135.0)
(2208.5, 2228.5, 2142.5)
(2214.0, 2230.0, 2150.0)
(2222.0, 2232.0, 2157.5)
(2232.0, 2236.5, 2165.0)
(2243.0, 2243.0, 2172.0)
(2253.5, 2250.5, 2179.0)
(2262.5, 2258.0, 2186.0)
(2268.5, 2264.5, 2193.0)
(2271.0, 2269.0, 2200.0)
(2272.0, 2270.5, 2207.0)
(2277.0, 2272.5, 2214.0)
(2285.0, 2278.0, 2221.0)
(2294.5, 2287.0, 2228.0)
(2304.5, 2298.5, 2235.5)
(2314.0, 2311.5, 2243.0)
(2321.5, 2324.5, 2250.5)
(2326.0, 2336.5, 2258.0)
(2327.5, 2346.0, 2265.0)
(2329.0, 2352.0, 2272.0)
(2334.0, 2354.5, 2279.5)
(2341.5, 2355.5, 2287.0)
(2351.5, 2359.5, 2294.5)
(2362.5, 2366.0, 2302.0)
(2373.5, 2373.5, 2309.0)
(2383.0, 2381.0, 2316.0)
(2390.0, 2388.0, 2323.0)
(2393.5, 2393.0, 2330.0)
(2394.0, 2395.0, 2337.0)
(2398.5, 2396.0, 2344.5)
(2406.0, 2401.0, 2352.0)
(2415.5, 2409.5, 2359.5)
(2426.0, 2421.0, 2367.0)
(2435.5, 2434.0, 2374.5)
(2443.5, 2447.5, 2382.0)
(2449.0, 2460.0, 2389.5)
(2451.0, 2470.0, 2397.0)
(2452.0, 2476.5, 2404.5)
(2456.5, 2479.5, 2412.0)
(2464.0, 2480.0, 2419.5)
(2474.0, 2484.0, 2427.0)
(2485.0, 2490.0, 2434.5)
(2496.0, 2497.5, 2442.0)
(2506.0, 2505.5, 2449.5)
(2513.0, 2512.5, 2457.0)
(2516.5, 2518.0, 2465.0)
(2517.0, 2520.5, 2473.0)
(2521.0, 2521.5, 2481.0)
(2528.5, 2526.0, 2489.0)
(2538.0, 2534.5, 2497.0)
(2548.5, 2546.0, 2505.0)
(2558.5, 2559.0, 2513.0)
(2566.5, 2572.5, 2521.0)
(2572.0, 2585.0, 2529.0)
(2574.5, 2595.5, 2537.0)
(2575.5, 2602.5, 2545.0)
(2580.0, 2605.5, 2553.0)
(2587.5, 2606.0, 2561.0)
(2597.5, 2610.0, 2569.0)
(2609.0, 2616.5, 2577.0)
(2620.5, 2624.0, 2585.0)
(2630.5, 2632.0, 2593.5)
(2638.0, 2639.5, 2602.0)
(2641.5, 2645.0, 2610.5)
(2642.0, 2647.5, 2619.0)
(2646.5, 2648.5, 2627.5)
(2654.0, 2653.5, 2636.0)
(2664.0, 2662.0, 2644.5)
(2674.5, 2673.5, 2653.0)
(2684.5, 2687.0, 2661.0)
(2692.5, 2701.0, 2669.0)
(2698.0, 2714.0, 2677.5)
(2700.0, 2724.5, 2686.0)
(2701.5, 2731.5, 2694.5)
(2706.5, 2734.5, 2702.5)
(2714.5, 2735.5, 2710.5)
(2725.0, 2739.5, 2719.0)
(2736.5, 2746.0, 2727.5)
(2748.0, 2754.0, 2736.0)
(2758.0, 2762.5, 2744.5)
(2765.0, 2770.0, 2753.0)
(2768.0, 2775.5, 2761.5)
(2769.0, 2778.0, 2770.0)
(2774.0, 2779.5, 2778.5)
(2782.0, 2784.5, 2787.0)
(2792.0, 2793.5, 2795.5)
(2803.0, 2805.5, 2804.0)
(2813.0, 2819.0, 2812.0)
(2821.0, 2833.0, 2820.0)
(2826.0, 2845.5, 2828.0)
(2827.5, 2855.5, 2836.0)
(2829.5, 2862.0, 2844.5)
(2835.0, 2864.5, 2852.5)
(2843.5, 2866.0, 2860.5)
(2854.5, 2870.5, 2868.5)
(2866.5, 2877.5, 2876.5)
(2878.0, 2886.0, 2885.0)
(2887.5, 2894.5, 2893.5)
(2894.0, 2902.0, 2902.0)
(2896.5, 2907.0, 2910.5)
(2898.5, 2909.0, 2918.5)
(2904.5, 2911.0, 2926.5)
(2913.5, 2917.0, 2934.5)
(2924.0, 2927.0, 2942.5)
(2935.0, 2939.5, 2950.5)
(2945.0, 2953.5, 2958.5)
(2952.5, 2967.5, 2966.5)
(2957.0, 2980.0, 2974.5)
(2957.5, 2989.5, 2982.5)
(2960.5, 2995.0, 2990.5)
(2967.0, 2996.5, 2998.5)
(2976.5, 2999.0, 3006.5)
(2988.0, 3004.5, 3014.5)
(3000.0, 3012.0, 3022.5)
(3011.0, 3020.5, 3030.5)
(3020.0, 3029.0, 3038.5)
(3025.5, 3036.0, 3046.0)
(3026.5, 3040.5, 3053.5)
(3029.5, 3041.5, 3061.0)
(3036.5, 3044.5, 3068.5)
(3046.0, 3052.0, 3076.0)
(3057.0, 3063.0, 3083.5)
(3068.0, 3076.5, 3091.5)
(3077.5, 3091.0, 3099.5)
(3084.0, 3105.0, 3107.5)
(3087.5, 3117.0, 3115.0)
(3088.0, 3125.5, 3122.5)
(3092.5, 3130.0, 3130.5)
(3100.5, 3130.5, 3138.5)
(3111.0, 3134.0, 3146.0)
(3123.0, 3140.5, 3153.5)
(3135.0, 3149.0, 3161.0)
(3145.5, 3158.0, 3168.5)
(3153.5, 3166.5, 3176.0)
(3157.5, 3173.0, 3183.5)
(3158.0, 3176.5, 3191.0)
(3163.0, 3177.0, 3198.5)
(3171.5, 3181.5, 3206.0)
(3182.0, 3190.5, 3213.5)
(3193.5, 3202.5, 3221.0)
(3204.5, 3216.5, 3228.5)
(3213.0, 3231.0, 3236.5)
(3218.5, 3244.5, 3244.5)
(3220.5, 3255.5, 3252.0)
(3222.5, 3262.5, 3259.5)
(3228.5, 3265.5, 3267.0)
(3238.0, 3267.0, 3275.0)
(3249.5, 3272.0, 3283.0)
(3262.0, 3279.5, 3290.5)
(3274.0, 3288.5, 3298.0)
(3284.0, 3297.5, 3305.5)
(3290.5, 3305.5, 3313.0)
(3292.5, 3311.0, 3320.5)
(3295.0, 3313.0, 3328.0)
(3301.5, 3315.5, 3335.5)
(3311.0, 3322.0, 3343.0)
(3322.5, 3332.5, 3350.5)
(3334.0, 3346.0, 3358.0)
(3344.0, 3360.5, 3366.0)
(3351.5, 3375.0, 3374.0)
(3355.5, 3387.5, 3382.0)
(3359.5, 3397.0, 3390.0)
(3367.5, 3402.0, 3398.0)
(3378.5, 3403.0, 3406.0)
(3391.0, 3406.0, 3414.0)
(3403.5, 3412.5, 3422.0)
(3414.5, 3421.0, 3430.0)
(3422.5, 3430.5, 3438.0)
(3426.5, 3439.5, 3446.0)
(3427.0, 3446.5, 3454.0)
(3432.0, 3450.5, 3462.0)
(3440.5, 3455.0, 3470.0)
(3451.5, 3464.0, 3478.0)
(3463.5, 3476.5, 3486.0)
(3474.5, 3491.0, 3494.0)
(3483.5, 3506.0, 3502.0)
(3489.0, 3520.0, 3510.0)
(3490.5, 3531.0, 3518.0)
(3493.0, 3538.5, 3526.0)
(3499.5, 3541.5, 3534.0)
(3509.5, 3543.0, 3542.0)
(3521.5, 3548.5, 3550.0)
(3534.5, 3556.5, 3558.0)
(3546.5, 3566.0, 3566.0)
(3556.5, 3575.5, 3574.0)
(3562.5, 3583.5, 3582.0)
(3564.0, 3589.0, 3590.5)
(3567.0, 3590.5, 3599.0)
(3574.5, 3593.0, 3607.5)
(3585.0, 3600.0, 3616.0)
(3597.0, 3611.0, 3624.0)
(3609.0, 3625.0, 3632.0)
(3619.0, 3640.0, 3640.0)
(3626.0, 3654.5, 3648.0)
(3629.5, 3667.0, 3656.0)
(3630.5, 3676.0, 3664.0)
(3635.5, 3680.5, 3672.0)
(3644.5, 3684.5, 3680.0)
(3656.0, 3692.0, 3688.0)
(3669.0, 3701.5, 3696.0)
(3682.0, 3711.5, 3704.0)
(3693.0, 3720.5, 3712.0)
(3700.5, 3727.0, 3720.0)
(3703.5, 3730.0, 3728.0)
(3705.0, 3731.0, 3736.5)
(3711.0, 3736.5, 3744.5)
(3720.5, 3746.5, 3752.5)
(3732.5, 3760.0, 3760.5)
(3745.0, 3775.0, 3768.5)
(3756.0, 3790.5, 3776.5)
(3764.5, 3804.0, 3784.5)
(3769.0, 3814.5, 3792.5)
(3769.5, 3821.0, 3800.5)
(3773.5, 3822.5, 3808.5)
(3781.5, 3825.5, 3816.5)
(3792.5, 3832.0, 3824.5)
(3805.5, 3841.0, 3832.5)
(3819.0, 3851.0, 3840.5)
(3831.0, 3860.5, 3848.5)
(3840.0, 3868.5, 3856.5)
(3844.5, 3873.0, 3864.5)
(3849.5, 3873.5, 3872.5)
(3858.5, 3878.0, 3880.5)
(3870.0, 3887.0, 3888.0)
(3882.5, 3899.5, 3895.5)
(3894.5, 3914.5, 3903.5)
(3904.0, 3930.0, 3911.5)
(3910.0, 3944.5, 3919.5)
(3911.5, 3956.0, 3927.5)
(3914.5, 3963.5, 3935.5)
(3921.5, 3966.5, 3943.5)
(3932.0, 3968.0, 3951.5)
(3945.0, 3974.0, 3959.5)
(3958.5, 3982.5, 3967.5)
(3971.0, 3992.5, 3975.5)
(3981.0, 4002.5, 3983.5)
(3986.5, 4011.0, 3991.5)
(3987.5, 4016.5, 3999.0)
(3991.5, 4018.0, 4006.5)
(4000.0, 4021.5, 4014.0)
(4011.5, 4029.5, 4021.5)
(4024.0, 4041.5, 4029.0)
(4036.5, 4056.5, 4036.5)
(4046.5, 4072.5, 4044.5)
(4053.5, 4087.5, 4052.5)
(4056.0, 4100.0, 4060.5)
(4058.0, 4108.5, 4068.5)
(4064.5, 4112.5, 4076.5)
(4075.0, 4113.5, 4084.5)
(4088.0, 4118.5, 4092.5)
(4102.0, 4127.0, 4100.5)
(4115.0, 4137.0, 4108.5)
(4125.5, 4147.5, 4116.5)
(4132.0, 4156.5, 4124.5)
(4133.5, 4163.0, 4132.5)
(4137.0, 4165.5, 4140.0)
(4145.0, 4168.0, 4147.5)
(4156.0, 4175.5, 4155.0)
(4169.0, 4187.0, 4163.0)
(4181.5, 4201.5, 4171.0)
(4192.5, 4217.5, 4179.0)
(4200.0, 4233.0, 4187.0)
(4203.5, 4246.0, 4195.0)
(4205.0, 4255.5, 4203.0)
(4211.0, 4260.5, 4211.0)
(4221.0, 4265.0, 4219.0)
(4234.0, 4273.0, 4227.0)
(4248.0, 4283.5, 4235.0)
(4261.5, 4294.5, 4243.0)
(4272.5, 4304.0, 4251.0)
(4279.5, 4311.0, 4259.0)
(4282.0, 4314.0, 4267.0)
(4285.0, 4316.0, 4275.0)
(4292.5, 4323.0, 4283.0)
(4303.5, 4334.5, 4291.0)
(4316.5, 4349.0, 4299.0)
(4329.5, 4365.0, 4307.0)
(4341.0, 4381.0, 4315.0)
(4349.0, 4395.0, 4323.0)
(4353.0, 4405.0, 4330.5)
(4354.0, 4410.5, 4338.0)
(4360.0, 4411.0, 4345.5)
(4370.0, 4415.5, 4353.5)
(4383.0, 4423.5, 4361.5)
(4397.5, 4434.0, 4369.0)
(4411.5, 4445.0, 4376.5)
(4423.0, 4455.0, 4384.5)
(4430.5, 4462.5, 4392.5)
(4433.0, 4466.0, 4400.5)
(4435.5, 4467.5, 4408.5)
(4443.0, 4474.0, 4416.5)
(4454.0, 4485.0, 4424.5)
(4467.0, 4499.5, 4432.5)
(4480.5, 4516.0, 4440.5)
(4492.0, 4532.0, 4448.5)
(4500.5, 4546.0, 4456.5)
(4504.5, 4556.5, 4464.5)
(4505.5, 4562.0, 4472.5)
(4511.5, 4562.5, 4480.0)
(4521.5, 4567.0, 4488.0)
(4534.5, 4575.0, 4496.0)
(4549.0, 4585.5, 4504.0)
(4563.0, 4597.0, 4511.5)
(4574.5, 4607.5, 4519.0)
(4582.5, 4615.0, 4527.0)
(4585.5, 4618.5, 4535.0)
(4588.0, 4620.0, 4543.0)
(4595.5, 4626.5, 4551.0)
(4607.0, 4637.5, 4559.0)
(4620.5, 4652.5, 4567.0)
(4634.0, 4669.0, 4575.0)
(4646.0, 4685.5, 4583.0)
(4654.5, 4700.0, 4591.0)
(4658.5, 4710.5, 4599.0)
(4659.5, 4716.0, 4607.0)
(4665.5, 4716.5, 4615.0)
(4675.5, 4721.0, 4623.0)
(4689.0, 4729.5, 4631.0)
(4704.0, 4740.5, 4639.0)
(4718.0, 4752.0, 4647.0)
(4730.0, 4762.5, 4655.0)
(4737.5, 4770.5, 4663.0)
(4740.0, 4774.0, 4671.0)
(4743.0, 4775.5, 4679.0)
(4751.0, 4782.0, 4687.0)
(4762.5, 4793.5, 4695.0)
(4776.0, 4808.5, 4703.0)
(4790.0, 4825.5, 4711.0)
(4802.0, 4842.0, 4719.0)
(4810.5, 4856.5, 4727.0)
(4814.5, 4867.0, 4735.0)
(4816.0, 4872.5, 4743.0)
(4822.5, 4877.5, 4751.0)
(4833.0, 4886.0, 4759.0)
(4846.5, 4897.0, 4767.0)
(4861.5, 4909.0, 4775.0)
(4876.0, 4919.5, 4783.0)
(4887.5, 4927.0, 4791.0)
(4895.0, 4930.5, 4799.0)
(4897.0, 4932.5, 4807.0)
(4900.5, 4939.5, 4815.0)
(4909.0, 4951.5, 4823.0)
(4921.0, 4967.0, 4831.0)
(4935.0, 4984.0, 4839.0)
(4949.0, 5001.0, 4847.0)
(4961.0, 5015.5, 4855.0)
(4969.0, 5026.0, 4863.0)
(4972.5, 5031.0, 4871.0)
(4974.5, 5031.5, 4879.0)
(4981.5, 5037.0, 4887.0)
(4993.0, 5046.0, 4895.0)
(5007.0, 5057.5, 4903.0)
(5022.5, 5069.5, 4911.0)
(5037.0, 5080.0, 4919.0)
(5048.5, 5087.5, 4927.0)
(5055.5, 5090.5, 4935.0)
